NO_PESSOA;NU_IDADE;NO_PROFISSAO;DT_NASCIMENTO;NU_CPF
Abelardo 2413;33;Analista de Marmotagem;08/11/95;14586402969
Abelardo 2414;34;Analista de Requisitos;08/12/95;14604319934
Abelardo 2415;35;Analista de Nada;08/13/95;14622251565
Abelardo 2416;36;Analista de TI;08/14/95;14640197868
Abelardo 2417;37;Analista de Marmotagem;08/15/95;14658158849
Abelardo 2418;38;Analista de Requisitos;08/16/95;14676134514
Abelardo 2419;39;Analista de Nada;08/17/95;14694124869
Abelardo 2420;40;Analista de TI;08/18/95;14712129920
Abelardo 2421;41;Analista de Marmotagem;08/19/95;14730149673
Abelardo 2422;42;Analista de Requisitos;08/20/95;14748184134
Abelardo 2423;43;Analista de Nada;08/21/95;14766233309
Abelardo 2424;44;Analista de TI;08/22/95;14784297204
Abelardo 2425;45;Analista de Marmotagem;08/23/95;14802375825
Abelardo 2426;46;Analista de Requisitos;08/24/95;14820469178
Abelardo 2427;47;Analista de Nada;08/25/95;14838577269
Abelardo 2428;48;Analista de TI;08/26/95;14856700104
Abelardo 2429;49;Analista de Marmotagem;08/27/95;14874837689
Abelardo 2430;50;Analista de Requisitos;08/28/95;14892990030
Abelardo 2431;51;Analista de Nada;08/29/95;14911157133
Abelardo 2432;52;Analista de TI;08/30/95;14929339004
Abelardo 2433;53;Analista de Marmotagem;08/31/95;14947535649
Abelardo 2434;54;Analista de Requisitos;09/01/95;14965747074
Abelardo 2435;55;Analista de Nada;09/02/95;14983973285
Abelardo 2436;56;Analista de TI;09/03/95;15002214288
Abelardo 2437;57;Analista de Marmotagem;09/04/95;15020470089
Abelardo 2438;58;Analista de Requisitos;09/05/95;15038740694
Abelardo 2439;59;Analista de Nada;09/06/95;15057026109
Abelardo 2440;60;Analista de TI;09/07/95;15075326340
Abelardo 2441;61;Analista de Marmotagem;09/08/95;15093641393
Abelardo 2442;62;Analista de Requisitos;09/09/95;15111971274
Abelardo 2443;63;Analista de Nada;09/10/95;15130315989
Abelardo 2444;64;Analista de TI;09/11/95;15148675544
Abelardo 2445;65;Analista de Marmotagem;09/12/95;15167049945
Abelardo 2446;66;Analista de Requisitos;09/13/95;15185439198
Abelardo 2447;67;Analista de Nada;09/14/95;15203843309
Abelardo 2448;68;Analista de TI;09/15/95;15222262284
Abelardo 2449;69;Analista de Marmotagem;09/16/95;15240696129
Abelardo 2450;70;Analista de Requisitos;09/17/95;15259144850
Abelardo 2451;71;Analista de Nada;09/18/95;15277608453
Abelardo 2452;72;Analista de TI;09/19/95;15296086944
Abelardo 2453;73;Analista de Marmotagem;09/20/95;15314580329
Abelardo 2454;74;Analista de Requisitos;09/21/95;15333088614
Abelardo 2455;75;Analista de Nada;09/22/95;15351611805
Abelardo 2456;76;Analista de TI;09/23/95;15370149908
Abelardo 2457;77;Analista de Marmotagem;09/24/95;15388702929
Abelardo 2458;78;Analista de Requisitos;09/25/95;15407270874
Abelardo 2459;79;Analista de Nada;09/26/95;15425853749
Abelardo 2460;80;Analista de TI;09/27/95;15444451560
Abelardo 2461;81;Analista de Marmotagem;09/28/95;15463064313
Abelardo 2462;82;Analista de Requisitos;09/29/95;15481692014
Abelardo 2463;83;Analista de Nada;09/30/95;15500334669
Abelardo 2464;84;Analista de TI;10/01/95;15518992284
Abelardo 2465;85;Analista de Marmotagem;10/02/95;15537664865
Abelardo 2466;86;Analista de Requisitos;10/03/95;15556352418
Abelardo 2467;87;Analista de Nada;10/04/95;15575054949
Abelardo 2468;88;Analista de TI;10/05/95;15593772464
Abelardo 2469;89;Analista de Marmotagem;10/06/95;15612504969
Abelardo 2470;90;Analista de Requisitos;10/07/95;15631252470
Abelardo 2471;91;Analista de Nada;10/08/95;15650014973
Abelardo 2472;92;Analista de TI;10/09/95;15668792484
Abelardo 2473;93;Analista de Marmotagem;10/10/95;15687585009
Abelardo 2474;94;Analista de Requisitos;10/11/95;15706392554
Abelardo 2475;95;Analista de Nada;10/12/95;15725215125
Abelardo 2476;96;Analista de TI;10/13/95;15744052728
Abelardo 2477;97;Analista de Marmotagem;10/14/95;15762905369
Abelardo 2478;98;Analista de Requisitos;10/15/95;15781773054
Abelardo 2479;99;Analista de Nada;10/16/95;15800655789
Abelardo 2480;20;Analista de TI;10/17/95;15819553580
Abelardo 2481;21;Analista de Marmotagem;10/18/95;15838466433
Abelardo 2482;22;Analista de Requisitos;10/19/95;15857394354
Abelardo 2483;23;Analista de Nada;10/20/95;15876337349
Abelardo 2484;24;Analista de TI;10/21/95;15895295424
Abelardo 2485;25;Analista de Marmotagem;10/22/95;15914268585
Abelardo 2486;26;Analista de Requisitos;10/23/95;15933256838
Abelardo 2487;27;Analista de Nada;10/24/95;15952260189
Abelardo 2488;28;Analista de TI;10/25/95;15971278644
Abelardo 2489;29;Analista de Marmotagem;10/26/95;15990312209
Abelardo 2490;30;Analista de Requisitos;10/27/95;16009360890
Abelardo 2491;31;Analista de Nada;10/28/95;16028424693
Abelardo 2492;32;Analista de TI;10/29/95;16047503624
Abelardo 2493;33;Analista de Marmotagem;10/30/95;16066597689
Abelardo 2494;34;Analista de Requisitos;10/31/95;16085706894
Abelardo 2495;35;Analista de Nada;11/01/95;16104831245
Abelardo 2496;36;Analista de TI;11/02/95;16123970748
Abelardo 2497;37;Analista de Marmotagem;11/03/95;16143125409
Abelardo 2498;38;Analista de Requisitos;11/04/95;16162295234
Abelardo 2499;39;Analista de Nada;11/05/95;16181480229
Abelardo 2500;40;Analista de TI;11/06/95;16200680400
Abelardo 2501;41;Analista de Marmotagem;11/07/95;16219895753
Abelardo 2502;42;Analista de Requisitos;11/08/95;16239126294
Abelardo 2503;43;Analista de Nada;11/09/95;16258372029
Abelardo 2504;44;Analista de TI;11/10/95;16277632964
Abelardo 2505;45;Analista de Marmotagem;11/11/95;16296909105
Abelardo 2506;46;Analista de Requisitos;11/12/95;16316200458
Abelardo 2507;47;Analista de Nada;11/13/95;16335507029
Abelardo 2508;48;Analista de TI;11/14/95;16354828824
Abelardo 2509;49;Analista de Marmotagem;11/15/95;16374165849
Abelardo 2510;50;Analista de Requisitos;11/16/95;16393518110
Abelardo 2511;51;Analista de Nada;11/17/95;16412885613
Abelardo 2512;52;Analista de TI;11/18/95;16432268364
Abelardo 2513;53;Analista de Marmotagem;11/19/95;16451666369
Abelardo 2514;54;Analista de Requisitos;11/20/95;16471079634
Abelardo 2515;55;Analista de Nada;11/21/95;16490508165
Abelardo 2516;56;Analista de TI;11/22/95;16509951968
Abelardo 2517;57;Analista de Marmotagem;11/23/95;16529411049
Abelardo 2518;58;Analista de Requisitos;11/24/95;16548885414
Abelardo 2519;59;Analista de Nada;11/25/95;16568375069
Abelardo 2520;60;Analista de TI;11/26/95;16587880020
Abelardo 2521;61;Analista de Marmotagem;11/27/95;16607400273
Abelardo 2522;62;Analista de Requisitos;11/28/95;16626935834
Abelardo 2523;63;Analista de Nada;11/29/95;16646486709
Abelardo 2524;64;Analista de TI;11/30/95;16666052904
Abelardo 2525;65;Analista de Marmotagem;12/01/95;16685634425
Abelardo 2526;66;Analista de Requisitos;12/02/95;16705231278
Abelardo 2527;67;Analista de Nada;12/03/95;16724843469
Abelardo 2528;68;Analista de TI;12/04/95;16744471004
Abelardo 2529;69;Analista de Marmotagem;12/05/95;16764113889
Abelardo 2530;70;Analista de Requisitos;12/06/95;16783772130
Abelardo 2531;71;Analista de Nada;12/07/95;16803445733
Abelardo 2532;72;Analista de TI;12/08/95;16823134704
Abelardo 2533;73;Analista de Marmotagem;12/09/95;16842839049
Abelardo 2534;74;Analista de Requisitos;12/10/95;16862558774
Abelardo 2535;75;Analista de Nada;12/11/95;16882293885
Abelardo 2536;76;Analista de TI;12/12/95;16902044388
Abelardo 2537;77;Analista de Marmotagem;12/13/95;16921810289
Abelardo 2538;78;Analista de Requisitos;12/14/95;16941591594
Abelardo 2539;79;Analista de Nada;12/15/95;16961388309
Abelardo 2540;80;Analista de TI;12/16/95;16981200440
Abelardo 2541;81;Analista de Marmotagem;12/17/95;17001027993
Abelardo 2542;82;Analista de Requisitos;12/18/95;17020870974
Abelardo 2543;83;Analista de Nada;12/19/95;17040729389
Abelardo 2544;84;Analista de TI;12/20/95;17060603244
Abelardo 2545;85;Analista de Marmotagem;12/21/95;17080492545
Abelardo 2546;86;Analista de Requisitos;12/22/95;17100397298
Abelardo 2547;87;Analista de Nada;12/23/95;17120317509
Abelardo 2548;88;Analista de TI;12/24/95;17140253184
Abelardo 2549;89;Analista de Marmotagem;12/25/95;17160204329
Abelardo 2550;90;Analista de Requisitos;12/26/95;17180170950
Abelardo 2551;91;Analista de Nada;12/27/95;17200153053
Abelardo 2552;92;Analista de TI;12/28/95;17220150644
Abelardo 2553;93;Analista de Marmotagem;12/29/95;17240163729
Abelardo 2554;94;Analista de Requisitos;12/30/95;17260192314
Abelardo 2555;95;Analista de Nada;12/31/95;17280236405
Abelardo 2556;96;Analista de TI;01/01/96;17300296008
Abelardo 2557;97;Analista de Marmotagem;01/02/96;17320371129
Abelardo 2558;98;Analista de Requisitos;01/03/96;17340461774
Abelardo 2559;99;Analista de Nada;01/04/96;17360567949
Abelardo 2560;20;Analista de TI;01/05/96;17380689660
Abelardo 2561;21;Analista de Marmotagem;01/06/96;17400826913
Abelardo 2562;22;Analista de Requisitos;01/07/96;17420979714
Abelardo 2563;23;Analista de Nada;01/08/96;17441148069
Abelardo 2564;24;Analista de TI;01/09/96;17461331984
Abelardo 2565;25;Analista de Marmotagem;01/10/96;17481531465
Abelardo 2566;26;Analista de Requisitos;01/11/96;17501746518
Abelardo 2567;27;Analista de Nada;01/12/96;17521977149
Abelardo 2568;28;Analista de TI;01/13/96;17542223364
Abelardo 2569;29;Analista de Marmotagem;01/14/96;17562485169
Abelardo 2570;30;Analista de Requisitos;01/15/96;17582762570
Abelardo 2571;31;Analista de Nada;01/16/96;17603055573
Abelardo 2572;32;Analista de TI;01/17/96;17623364184
Abelardo 2573;33;Analista de Marmotagem;01/18/96;17643688409
Abelardo 2574;34;Analista de Requisitos;01/19/96;17664028254
Abelardo 2575;35;Analista de Nada;01/20/96;17684383725
Abelardo 2576;36;Analista de TI;01/21/96;17704754828
Abelardo 2577;37;Analista de Marmotagem;01/22/96;17725141569
Abelardo 2578;38;Analista de Requisitos;01/23/96;17745543954
Abelardo 2579;39;Analista de Nada;01/24/96;17765961989
Abelardo 2580;40;Analista de TI;01/25/96;17786395680
Abelardo 2581;41;Analista de Marmotagem;01/26/96;17806845033
Abelardo 2582;42;Analista de Requisitos;01/27/96;17827310054
Abelardo 2583;43;Analista de Nada;01/28/96;17847790749
Abelardo 2584;44;Analista de TI;01/29/96;17868287124
Abelardo 2585;45;Analista de Marmotagem;01/30/96;17888799185
Abelardo 2586;46;Analista de Requisitos;01/31/96;17909326938
Abelardo 2587;47;Analista de Nada;02/01/96;17929870389
Abelardo 2588;48;Analista de TI;02/02/96;17950429544
Abelardo 2589;49;Analista de Marmotagem;02/03/96;17971004409
Abelardo 2590;50;Analista de Requisitos;02/04/96;17991594990
Abelardo 2591;51;Analista de Nada;02/05/96;18012201293
Abelardo 2592;52;Analista de TI;02/06/96;18032823324
Abelardo 2593;53;Analista de Marmotagem;02/07/96;18053461089
Abelardo 2594;54;Analista de Requisitos;02/08/96;18074114594
Abelardo 2595;55;Analista de Nada;02/09/96;18094783845
Abelardo 2596;56;Analista de TI;02/10/96;18115468848
Abelardo 2597;57;Analista de Marmotagem;02/11/96;18136169609
Abelardo 2598;58;Analista de Requisitos;02/12/96;18156886134
Abelardo 2599;59;Analista de Nada;02/13/96;18177618429
Abelardo 2600;60;Analista de TI;02/14/96;18198366500
Abelardo 2601;61;Analista de Marmotagem;02/15/96;18219130353
Abelardo 2602;62;Analista de Requisitos;02/16/96;18239909994
Abelardo 2603;63;Analista de Nada;02/17/96;18260705429
Abelardo 2604;64;Analista de TI;02/18/96;18281516664
Abelardo 2605;65;Analista de Marmotagem;02/19/96;18302343705
Abelardo 2606;66;Analista de Requisitos;02/20/96;18323186558
Abelardo 2607;67;Analista de Nada;02/21/96;18344045229
Abelardo 2608;68;Analista de TI;02/22/96;18364919724
Abelardo 2609;69;Analista de Marmotagem;02/23/96;18385810049
Abelardo 2610;70;Analista de Requisitos;02/24/96;18406716210
Abelardo 2611;71;Analista de Nada;02/25/96;18427638213
Abelardo 2612;72;Analista de TI;02/26/96;18448576064
Abelardo 2613;73;Analista de Marmotagem;02/27/96;18469529769
Abelardo 2614;74;Analista de Requisitos;02/28/96;18490499334
Abelardo 2615;75;Analista de Nada;02/29/96;18511484765
Abelardo 2616;76;Analista de TI;03/01/96;18532486068
Abelardo 2617;77;Analista de Marmotagem;03/02/96;18553503249
Abelardo 2618;78;Analista de Requisitos;03/03/96;18574536314
Abelardo 2619;79;Analista de Nada;03/04/96;18595585269
Abelardo 2620;80;Analista de TI;03/05/96;18616650120
Abelardo 2621;81;Analista de Marmotagem;03/06/96;18637730873
Abelardo 2622;82;Analista de Requisitos;03/07/96;18658827534
Abelardo 2623;83;Analista de Nada;03/08/96;18679940109
Abelardo 2624;84;Analista de TI;03/09/96;18701068604
Abelardo 2625;85;Analista de Marmotagem;03/10/96;18722213025
Abelardo 2626;86;Analista de Requisitos;03/11/96;18743373378
Abelardo 2627;87;Analista de Nada;03/12/96;18764549669
Abelardo 2628;88;Analista de TI;03/13/96;18785741904
Abelardo 2629;89;Analista de Marmotagem;03/14/96;18806950089
Abelardo 2630;90;Analista de Requisitos;03/15/96;18828174230
Abelardo 2631;91;Analista de Nada;03/16/96;18849414333
Abelardo 2632;92;Analista de TI;03/17/96;18870670404
Abelardo 2633;93;Analista de Marmotagem;03/18/96;18891942449
Abelardo 2634;94;Analista de Requisitos;03/19/96;18913230474
Abelardo 2635;95;Analista de Nada;03/20/96;18934534485
Abelardo 2636;96;Analista de TI;03/21/96;18955854488
Abelardo 2637;97;Analista de Marmotagem;03/22/96;18977190489
Abelardo 2638;98;Analista de Requisitos;03/23/96;18998542494
Abelardo 2639;99;Analista de Nada;03/24/96;19019910509
Abelardo 2640;20;Analista de TI;03/25/96;19041294540
Abelardo 2641;21;Analista de Marmotagem;03/26/96;19062694593
Abelardo 2642;22;Analista de Requisitos;03/27/96;19084110674
Abelardo 2643;23;Analista de Nada;03/28/96;19105542789
Abelardo 2644;24;Analista de TI;03/29/96;19126990944
Abelardo 2645;25;Analista de Marmotagem;03/30/96;19148455145
Abelardo 2646;26;Analista de Requisitos;03/31/96;19169935398
Abelardo 2647;27;Analista de Nada;04/01/96;19191431709
Abelardo 2648;28;Analista de TI;04/02/96;19212944084
Abelardo 2649;29;Analista de Marmotagem;04/03/96;19234472529
Abelardo 2650;30;Analista de Requisitos;04/04/96;19256017050
Abelardo 2651;31;Analista de Nada;04/05/96;19277577653
Abelardo 2652;32;Analista de TI;04/06/96;19299154344
Abelardo 2653;33;Analista de Marmotagem;04/07/96;19320747129
Abelardo 2654;34;Analista de Requisitos;04/08/96;19342356014
Abelardo 2655;35;Analista de Nada;04/09/96;19363981005
Abelardo 2656;36;Analista de TI;04/10/96;19385622108
Abelardo 2657;37;Analista de Marmotagem;04/11/96;19407279329
Abelardo 2658;38;Analista de Requisitos;04/12/96;19428952674
Abelardo 2659;39;Analista de Nada;04/13/96;19450642149
Abelardo 2660;40;Analista de TI;04/14/96;19472347760
Abelardo 2661;41;Analista de Marmotagem;04/15/96;19494069513
Abelardo 2662;42;Analista de Requisitos;04/16/96;19515807414
Abelardo 2663;43;Analista de Nada;04/17/96;19537561469
Abelardo 2664;44;Analista de TI;04/18/96;19559331684
Abelardo 2665;45;Analista de Marmotagem;04/19/96;19581118065
Abelardo 2666;46;Analista de Requisitos;04/20/96;19602920618
Abelardo 2667;47;Analista de Nada;04/21/96;19624739349
Abelardo 2668;48;Analista de TI;04/22/96;19646574264
Abelardo 2669;49;Analista de Marmotagem;04/23/96;19668425369
Abelardo 2670;50;Analista de Requisitos;04/24/96;19690292670
Abelardo 2671;51;Analista de Nada;04/25/96;19712176173
Abelardo 2672;52;Analista de TI;04/26/96;19734075884
Abelardo 2673;53;Analista de Marmotagem;04/27/96;19755991809
Abelardo 2674;54;Analista de Requisitos;04/28/96;19777923954
Abelardo 2675;55;Analista de Nada;04/29/96;19799872325
Abelardo 2676;56;Analista de TI;04/30/96;19821836928
Abelardo 2677;57;Analista de Marmotagem;05/01/96;19843817769
Abelardo 2678;58;Analista de Requisitos;05/02/96;19865814854
Abelardo 2679;59;Analista de Nada;05/03/96;19887828189
Abelardo 2680;60;Analista de TI;05/04/96;19909857780
Abelardo 2681;61;Analista de Marmotagem;05/05/96;19931903633
Abelardo 2682;62;Analista de Requisitos;05/06/96;19953965754
Abelardo 2683;63;Analista de Nada;05/07/96;19976044149
Abelardo 2684;64;Analista de TI;05/08/96;19998138824
Abelardo 2685;65;Analista de Marmotagem;05/09/96;20020249785
Abelardo 2686;66;Analista de Requisitos;05/10/96;20042377038
Abelardo 2687;67;Analista de Nada;05/11/96;20064520589
Abelardo 2688;68;Analista de TI;05/12/96;20086680444
Abelardo 2689;69;Analista de Marmotagem;05/13/96;20108856609
Abelardo 2690;70;Analista de Requisitos;05/14/96;20131049090
Abelardo 2691;71;Analista de Nada;05/15/96;20153257893
Abelardo 2692;72;Analista de TI;05/16/96;20175483024
Abelardo 2693;73;Analista de Marmotagem;05/17/96;20197724489
Abelardo 2694;74;Analista de Requisitos;05/18/96;20219982294
Abelardo 2695;75;Analista de Nada;05/19/96;20242256445
Abelardo 2696;76;Analista de TI;05/20/96;20264546948
Abelardo 2697;77;Analista de Marmotagem;05/21/96;20286853809
Abelardo 2698;78;Analista de Requisitos;05/22/96;20309177034
Abelardo 2699;79;Analista de Nada;05/23/96;20331516629
Abelardo 2700;80;Analista de TI;05/24/96;20353872600
Abelardo 2701;81;Analista de Marmotagem;05/25/96;20376244953
Abelardo 2702;82;Analista de Requisitos;05/26/96;20398633694
Abelardo 2703;83;Analista de Nada;05/27/96;20421038829
Abelardo 2704;84;Analista de TI;05/28/96;20443460364
Abelardo 2705;85;Analista de Marmotagem;05/29/96;20465898305
Abelardo 2706;86;Analista de Requisitos;05/30/96;20488352658
Abelardo 2707;87;Analista de Nada;05/31/96;20510823429
Abelardo 2708;88;Analista de TI;06/01/96;20533310624
Abelardo 2709;89;Analista de Marmotagem;06/02/96;20555814249
Abelardo 2710;90;Analista de Requisitos;06/03/96;20578334310
Abelardo 2711;91;Analista de Nada;06/04/96;20600870813
Abelardo 2712;92;Analista de TI;06/05/96;20623423764
Abelardo 2713;93;Analista de Marmotagem;06/06/96;20645993169
Abelardo 2714;94;Analista de Requisitos;06/07/96;20668579034
Abelardo 2715;95;Analista de Nada;06/08/96;20691181365
Abelardo 2716;96;Analista de TI;06/09/96;20713800168
Abelardo 2717;97;Analista de Marmotagem;06/10/96;20736435449
Abelardo 2718;98;Analista de Requisitos;06/11/96;20759087214
Abelardo 2719;99;Analista de Nada;06/12/96;20781755469
Abelardo 2720;20;Analista de TI;06/13/96;20804440220
Abelardo 2721;21;Analista de Marmotagem;06/14/96;20827141473
Abelardo 2722;22;Analista de Requisitos;06/15/96;20849859234
Abelardo 2723;23;Analista de Nada;06/16/96;20872593509
Abelardo 2724;24;Analista de TI;06/17/96;20895344304
Abelardo 2725;25;Analista de Marmotagem;06/18/96;20918111625
Abelardo 2726;26;Analista de Requisitos;06/19/96;20940895478
Abelardo 2727;27;Analista de Nada;06/20/96;20963695869
Abelardo 2728;28;Analista de TI;06/21/96;20986512804
Abelardo 2729;29;Analista de Marmotagem;06/22/96;21009346289
Abelardo 2730;30;Analista de Requisitos;06/23/96;21032196330
Abelardo 2731;31;Analista de Nada;06/24/96;21055062933
Abelardo 2732;32;Analista de TI;06/25/96;21077946104
Abelardo 2733;33;Analista de Marmotagem;06/26/96;21100845849
Abelardo 2734;34;Analista de Requisitos;06/27/96;21123762174
Abelardo 2735;35;Analista de Nada;06/28/96;21146695085
Abelardo 2736;36;Analista de TI;06/29/96;21169644588
Abelardo 2737;37;Analista de Marmotagem;06/30/96;21192610689
Abelardo 2738;38;Analista de Requisitos;07/01/96;21215593394
Abelardo 2739;39;Analista de Nada;07/02/96;21238592709
Abelardo 2740;40;Analista de TI;07/03/96;21261608640
Abelardo 2741;41;Analista de Marmotagem;07/04/96;21284641193
Abelardo 2742;42;Analista de Requisitos;07/05/96;21307690374
Abelardo 2743;43;Analista de Nada;07/06/96;21330756189
Abelardo 2744;44;Analista de TI;07/07/96;21353838644
Abelardo 2745;45;Analista de Marmotagem;07/08/96;21376937745
Abelardo 2746;46;Analista de Requisitos;07/09/96;21400053498
Abelardo 2747;47;Analista de Nada;07/10/96;21423185909
Abelardo 2748;48;Analista de TI;07/11/96;21446334984
